asin,url,title,primary_image,images,manufacturer,item_model_number,country_of_origin,uniq_id,price_clean,categories_clean,primary_category,depth_in,width_in,height_in,date_first_available_clean,scraped_at_clean,title_clean,brand_clean,color_clean,material_clean,style_clean,specifications_dict,product_type
B0B7Q5LB2C,https://www.amazon.com/dp/B0B7Q5LB2C,Mickey and Friends Collapsible Nylon Basket Bucket Toy Storage Tote Bag,https://m.media-amazon.com/images/I/410mEc5bblL._SS522_.jpg,"['https://m.media-amazon.com/images/I/410mEc5bblL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41WcSoVHo6L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41sUU2o+4ZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41HFvtbGX0L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31Ck5LtHekL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51nvZyZK4QL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41IQRCsaQ9L._SS522_.jpg']",,,,25fe26b0-c1d3-5935-b486-bfb915fe916b,19.99,"['Home & Kitchen', 'Furniture', ""Kids' Furniture"", 'Toy Bags & Nets']",Home & Kitchen,,,,,2024-02-02 18:54:21,Mickey And Friends Collapsible Nylon Basket Bucket Toy Storage Tote Bag,Disney,,,,{},Storage
B07D7RQNJV,https://www.amazon.com/dp/B07D7RQNJV,"Camco Life Is Better at The Campsite Outdoor & Indoor Welcome Mat - Weather and Doormat | Traps Dirt and Liquid | Spongey Comfortable Feel | Measures 26 ½ "" x 15"" - Blue (53201) - 53201-A",https://m.media-amazon.com/images/I/51DN2is3ZjL._SS522_.jpg,"['https://m.media-amazon.com/images/I/51DN2is3ZjL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61sfweofAVL.SS40_SS522_.jpg ', ' https://m.media-amazon.com/images/I/71ABUuqDwqL.SS40_SS522_.jpg ', ' https://m.media-amazon.com/images/I/B1UwRBqJwXL.SS40_SS522_.png']",53201-A,53201-A,China,5385a46e-4f3d-529a-a1d7-fe3e590abf77,24.99,"['Patio, Lawn & Garden', 'Outdoor Décor', 'Doormats']","Patio, Lawn & Garden",,,,2018-05-22,2024-02-02 18:54:23,"Camco Life Is Better At The Campsite Outdoor & Indoor Welcome Mat - Weather And Doormat | Traps Dirt And Liquid | Spongey Comfortable Feel | Measures 26 ½ "" X 15"" - Blue (53201) - 53201-A",Camco,Blue,Rubber,Outdoor & Indoor,"{'Brand': 'Camco', 'Size': '26.5 "" x 15""', 'Material': 'Polyvinyl Chloride', 'Weave Type': 'Machine Made', 'Item Weight': '1.85 pounds', 'Pile Height': 'Low Pile', 'Construction Type': 'Machine Made', 'Back Material Type': 'Rubber', 'Color': 'Blue', 'Indoor/Outdoor Usage': 'Indoor', 'Theme': 'Welcome', 'Is Stain Resistant': 'Yes', 'Pattern': 'Looped rubber', 'Shape': 'Rectangular', 'Special Feature': 'Non-slip Backing', 'Room Type': 'Hallway', 'Product Dimensions': '26""L x 15""W', 'Rug Form Type': 'Doormat', 'Style': 'Outdoor & Indoor', 'Number of Pieces': '1', 'Item Thickness': '0.25 Inches', 'Manufacturer': 'Camco', 'Model': '53201', 'Country of Origin': 'China', 'Item model number': '53201-A', 'Manufacturer Part Number': '53201-A', 'Position': 'Rear', 'Special Features': 'Non-slip Backing', 'ASIN': 'B07D7RQNJV', 'Customer Reviews': '4.7  4.7 out of 5 stars        3,364 ratings    4.7 out of 5 stars', 'Best Sellers Rank': '#112,916 in Patio, Lawn & Garden (See Top 100 in Patio, Lawn & Garden)  #1,364 in Outdoor Doormats', 'Date First Available': 'May 22, 2018'}",Tables
B0C1NSNDW2,https://www.amazon.com/dp/B0C1NSNDW2,"YMYNY Vanity Stool Chair with Storage, Square Velvet Ottoman Foot Stool, Modern Multifunctional Makeup Stool for Bedroom, Living Room, Office, Gold Legs, 18.9 * 15.75 * 11.6"", Dusty Blue, UHBD024G",https://m.media-amazon.com/images/I/519Am3LPMvL._SS522_.jpg,"['https://m.media-amazon.com/images/I/519Am3LPMvL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41EXytPDphL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41zz+y3+jKL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51B5Bhhn6WL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51wovePNp2L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41DZ4L8le+L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/617Z4NYdbHL.SS125_SS522_.jpg']",YMYNY,,,e8f3d4ce-f965-5194-a344-447aab6a326d,29.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Ottomans']",Home & Kitchen,11.61,15.75,18.9,2023-04-06,2024-02-02 18:54:24,"Ymyny Vanity Stool Chair With Storage, Square Velvet Ottoman Foot Stool, Modern Multifunctional Makeup Stool For Bedroom, Living Room, Office, Gold Legs, 18.9 * 15.75 * 11.6"", Dusty Blue, Uhbd024G",Ymyny,Dusty Blue,,Modern,"{'Product Dimensions': '11.61""D x 15.75""W x 18.9""H', 'Color': 'Dusty Blue', 'Brand': 'YMYNY', 'Size': 'Large', 'Style': 'Modern', 'Furniture Finish': 'Gold', 'Maximum Weight Recommendation': '220 Pounds', 'Product Care Instructions': 'Wipe with Damp Cloth', 'Assembly Required': 'Yes', 'Number of Pieces': '1', 'Item Weight': '9.9 pounds', 'Manufacturer': 'YMYNY', 'ASIN': 'B0C1NSNDW2', 'Customer Reviews': '4.5  4.5 out of 5 stars        60 ratings    4.5 out of 5 stars', 'Best Sellers Rank': '#290,888 in Home & Kitchen (See Top 100 in Home & Kitchen)  #484 in Ottomans', 'Date First Available': 'April 6, 2023'}",Seating
B0069H9BYO,https://www.amazon.com/dp/B0069H9BYO,"Casual Home 5 Piece Tray Table Set, Espresso",https://m.media-amazon.com/images/I/41WweDJqgZL._SS522_.jpg,"['https://m.media-amazon.com/images/I/41WweDJqgZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41iriQH6wsL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41LkcYulWBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/319TJxI+hLL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41ItLyeyrOL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/519ULBLppmL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51sLpa4NuoL.SS125_SS522_.jpg']",,,,ca08facd-e8da-5a55-84df-22c1aea973ea,99.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables']",Home & Kitchen,14.75,19.0,25.5,,2024-02-02 18:54:25,"Casual Home 5 Piece Tray Table Set, Espresso",Casual Home,Espresso,Wood,Tray Table Set,"{'Brand': 'Casual Home', 'Shape': 'Rectangular', 'Room Type': 'Kitchen, Living Room, Dining Room', 'Included Components': 'Tray Table, Stand', 'Color': 'Espresso', 'Finish Type': 'espresso', 'Furniture Finish': 'Solid Pine', 'Model Name': '660-44', 'Model Number': '660-44', 'Customer Reviews': '4.4  4.4 out of 5 stars        6,589 ratings    4.4 out of 5 stars', 'Best Sellers Rank': '#13,764 in Home & Kitchen (See Top 100 in Home & Kitchen)  #162 in Living Room Tables', 'Special Feature': 'Foldable, Space Saving', 'Is Foldable': 'Yes', 'Base Type': 'Legs', 'Indoor/Outdoor Usage': 'Indoor', 'Product Dimensions': '14.75""D x 19""W x 25.5""H', 'Item Width': '19 inches', 'Size': '5 Piece Tray Table Set', 'Item Weight': '28 Pounds', 'Maximum recommended load': '15 Pounds', 'Number of Items': '1', 'Unit Count': '5.0 Count', 'Base Material': 'Wood', 'Frame Material': 'Wood', 'Top Material Type': 'Wood', 'Style': 'Tray Table Set', 'Table design': 'Tray Table', 'Pattern': 'Solid', 'Assembly required': 'No', 'Assembly Instructions': 'Already Assembled', 'Specific instructions for use': 'Residential Use'}",Tables
B0C5DH6ZY6,https://www.amazon.com/dp/B0C5DH6ZY6,"Get Set Style Black Glass Side Table, Square Glass End Table Modern Coffee Table with Storage, Glass Mirrored Table for Living Room, Balcony, Bedroom, Office",https://m.media-amazon.com/images/I/51gG6ukN1nL._SS522_.jpg,"['https://m.media-amazon.com/images/I/51gG6ukN1nL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/414mhJ5Xf-L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51It3X+9DFL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51sdU43HNGL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/612v0UamT7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51YIHpUxoiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/A128nbvAfWL.SS125_SS522_.jpg']",,,,0f7db59b-10e3-5fce-a0c4-380f718befe1,59.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'End Tables']",Home & Kitchen,19.7,19.7,21.65,,2024-02-02 18:54:26,"Get Set Style Black Glass Side Table, Square Glass End Table Modern Coffee Table With Storage, Glass Mirrored Table For Living Room, Balcony, Bedroom, Office",Get Set Style,Shiny Black,Tempered Glass,Modern And Elegant,"{'Brand': 'Get Set Style', 'Shape': 'Square', 'Room Type': 'Living Room, Bedroom, Home Office, Hallway', 'Included Components': 'Assembly Guide, Installation Tool', 'Color': 'Shiny Black', 'Furniture Finish': 'Black', 'Model Name': '700003', 'Model Number': '700003', 'Customer Reviews': '4.6  4.6 out of 5 stars        47 ratings    4.6 out of 5 stars', 'Best Sellers Rank': '#198,937 in Home & Kitchen (See Top 100 in Home & Kitchen)  #830 in End Tables', 'Special Feature': 'Storage, Space Saving, Easy Assembly', 'Base Type': 'Leg', 'Product Dimensions': '19.7""D x 19.7""W x 21.65""H', 'Item Width': '19.7 inches', 'Item Weight': '20.9 Pounds', 'Number of Items': '1', 'Frame Material': 'Glass, Metal', 'Top Material Type': 'Tempered Glass', 'Style': 'Modern and Elegant', 'Table design': 'End Table', 'Pattern': 'Solid', 'Assembly Required': 'Yes', 'Assembly Instructions': 'Require Assembly'}",Tables
B0BZJYM4Q6,https://www.amazon.com/dp/B0BZJYM4Q6,Sweet Jojo Designs Boho Rainbow Girl Ottoman Pouf Cover Unstuffed Poof Floor Footstool Square Cube Pouffe Storage Baby Nursery Kids Room Blush Pink Yellow Bohemian Modern Neutral Vintage Taupe Beige,https://m.media-amazon.com/images/I/31nn4NwuKfL._SS522_.jpg,"['https://m.media-amazon.com/images/I/31nn4NwuKfL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41qhh18DEYL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41p9W9wzc9L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41QSj0GVgIL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/419mltSGyiL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51E6qrM4LjL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/91WPNPjJCkL.SS125_SS522_.jpg']",No,Pouf-BohoRainbow-PRT,China,c8dcba5d-7f4d-51be-95f8-237f3d0cc5ca,22.99,"['Baby Products', 'Nursery', 'Furniture', 'Gliders, Ottomans & Rocking Chairs', 'Ottomans']",Baby Products,17.0,15.0,17.0,2023-04-03,2024-02-02 18:54:27,Sweet Jojo Designs Boho Rainbow Girl Ottoman Pouf Cover Unstuffed Poof Floor Footstool Square Cube Pouffe Storage Baby Nursery Kids Room Blush Pink Yellow Bohemian Modern Neutral Vintage Taupe Beige,Sweet Jojo Designs,Multi Color,Engineered Wood,Shabby Chic,"{'Product Dimensions': '17""D x 15""W x 17""H', 'Color': 'Multi Color', 'Brand': 'Sweet Jojo Designs', 'Fabric Type': 'Canvas, Cotton', 'Frame Material': 'Engineered Wood', 'Seat Height': '17 Inches', 'Product Care Instructions': 'Machine Washable', 'Assembly Required': 'No', 'Size': '17in. x 17in. x 15in. Canvas Stuffable Pouf', 'Style': 'Shabby Chic', 'Item Weight': '11.4 ounces', 'Department': 'baby-girls', 'Manufacturer': 'Sweet Jojo Designs', 'ASIN': 'B0BZJYM4Q6', 'Country of Origin': 'China', 'Item model number': 'Pouf-BohoRainbow-PRT', 'Best Sellers Rank': '#39,827 in Baby (See Top 100 in Baby)  #3 in Nursery Gliding Ottomans', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'April 3, 2023'}",Seating
B08SL4GH7G,https://www.amazon.com/dp/B08SL4GH7G,"Pekokavo Sofa Arm Clip Tray, Side Table for Remote Controls/Drinks/Gamepads Holder (Bamboo)",https://m.media-amazon.com/images/I/51yz-83kj+L._SS522_.jpg,"['https://m.media-amazon.com/images/I/51yz-83kj+L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51nJMub-4ZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51qPMV+jrnL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41G+5gYywxL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41JfjmmPphL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41DKZ0XulcL._SS522_.jpg']",NDL,,China,92d31095-e65e-5890-b90b-6c5b7efa78c1,24.99,"['Home & Kitchen', 'Furniture', 'Game & Recreation Room Furniture', 'TV Trays']",Home & Kitchen,9.8,9.8,4.5,2021-01-10,2024-02-02 18:54:28,"Pekokavo Sofa Arm Clip Tray, Side Table For Remote Controls/Drinks/Gamepads Holder (Bamboo)",Ndl,Bamboo,Bamboo,Modern,"{'Brand': 'NDL', 'Color': 'Bamboo', 'Material': 'Bamboo', 'Product Dimensions': '9.8""L x 9.8""W x 4.5""H', 'Shape': 'Round', 'Special Feature': 'Storage', 'Style': 'Modern', 'Number of Items': '1', 'Occasion': 'Wedding, Anniversary, Birthday', 'Product Care Instructions': 'Wipe with Dry Cloth', 'Pattern': 'Solid', 'Item Weight': '1.62 pounds', 'Is Oven Safe': 'Yes', 'Is Dishwasher Safe': 'No', 'Manufacturer': 'NDL', 'ASIN': 'B08SL4GH7G', 'Country of Origin': 'China', 'Customer Reviews': '4.2  4.2 out of 5 stars        774 ratings    4.2 out of 5 stars', 'Best Sellers Rank': '#61,141 in Home & Kitchen (See Top 100 in Home & Kitchen)  #19 in TV Trays', 'Date First Available': 'January 10, 2021'}",Tables
B08FC5HPBS,https://www.amazon.com/dp/B08FC5HPBS,"Xchouxer Side Tables Natural Bamboo Sofa Armrest Clip-On Tray, Ideal for Remote/Drinks/Phone (Round)",https://m.media-amazon.com/images/I/511LXRAxI+L._SS522_.jpg,"['https://m.media-amazon.com/images/I/511LXRAxI+L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51a-Ac+5UDL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51iy8KXxDmL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51PyfYDGJXL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41k7rtqB28L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41F86FHjtAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/A1DAshCoLpL.SS125_SS522_.jpg']",TF,,China,54e4f202-a43e-5859-b47e-3c81ef395b31,27.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'Sofa & Console Tables']",Home & Kitchen,9.84,9.84,4.5,2020-08-06,2024-02-02 18:54:29,"Xchouxer Side Tables Natural Bamboo Sofa Armrest Clip-On Tray, Ideal For Remote/Drinks/Phone (Round)",Xchouxer,Beige,Bamboo,Modern,"{'Brand': 'Xchouxer', 'Color': 'Beige', 'Material': 'Bamboo', 'Product Dimensions': '9.84""L x 9.84""W x 4.5""H', 'Shape': 'Round', 'Special Feature': 'Eco-friendly,Foldable', 'Style': 'Modern', 'Number of Items': '1', 'Occasion': 'Wedding, Anniversary, Birthday', 'Product Care Instructions': 'Wipe with Dry Cloth', 'Pattern': 'Solid', 'Item Weight': '1 pounds', 'Is Oven Safe': 'Yes', 'Is Dishwasher Safe': 'No', 'Manufacturer': 'TF', 'ASIN': 'B08FC5HPBS', 'Country of Origin': 'China', 'Customer Reviews': '4.2  4.2 out of 5 stars        501 ratings    4.2 out of 5 stars', 'Best Sellers Rank': '#252,640 in Home & Kitchen (See Top 100 in Home & Kitchen)  #298 in Sofa Tables', 'Date First Available': 'August 6, 2020'}",Tables
B0CKMRJ1H9,https://www.amazon.com/dp/B0CKMRJ1H9,"Montessori Learning Toddler Tower, Foldable Toddler Step Stool Kitchen Stool Helper for Kids, 4 in 1 Toddler Kitchen Step Stool Helper Standing Tower, Kids Step Stool with Chalkboard & Safety Rail",https://m.media-amazon.com/images/I/51n9ojprZEL._SS522_.jpg,"['https://m.media-amazon.com/images/I/51n9ojprZEL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51TBOqWCTAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51weCt4EqdL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/417+R-gLEjL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51rhOdWRMNL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Q-UUvnkZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51CdPsN7RpL._SS522_.jpg']",Toddler Step Stool,Toddler Step Stool,China,fa53e427-fbe3-5256-9de1-4ac3ae2d8c66,79.99,"['Home & Kitchen', 'Furniture', ""Kids' Furniture"", 'Step Stools']",Home & Kitchen,1.0,1.0,1.0,2023-05-16,2024-02-02 18:54:30,"Montessori Learning Toddler Tower, Foldable Toddler Step Stool Kitchen Stool Helper For Kids, 4 In 1 Toddler Kitchen Step Stool Helper Standing Tower, Kids Step Stool With Chalkboard & Safety Rail",Wofafa,Wood,Wood,Modern,"{'Product Dimensions': '1""D x 1""W x 1""H', 'Brand': 'Wofafa', 'Material': 'Wood', 'Color': 'Wood', 'Special Feature': 'Kids Step Stool', 'Room Type': 'Kids Step Stool', 'Model Name': 'Toddler Step Stool', 'Style': 'Modern', 'Is Foldable': 'Yes', 'Item Weight': '22 pounds', 'Manufacturer': 'Toddler Step Stool', 'ASIN': 'B0CKMRJ1H9', 'Country of Origin': 'China', 'Item model number': 'Toddler Step Stool', 'Customer Reviews': '4.0  4.0 out of 5 stars        4 ratings    4.0 out of 5 stars', 'Best Sellers Rank': ""#1,054,220 in Home & Kitchen (See Top 100 in Home & Kitchen)  #547 in Kids' Step Stools"", 'Date First Available': 'May 16, 2023'}",Seating
B09K3MYL91,https://www.amazon.com/dp/B09K3MYL91,"PAK HOME Set of 2 High Gloss Brown Marble Look End Tables Round Wood Sofa Side Coffee Tables for Small Spaces, Nightstand Bedside Table for Bedroom, Living Room, Office",https://m.media-amazon.com/images/I/51u3oxvEiSL._SS522_.jpg,"['https://m.media-amazon.com/images/I/51u3oxvEiSL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31MK29PFfHL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51jO1Xb2DcL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31xPx8o0o1L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31bmdT6k8sL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/5134041v0LL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61iZHBv7fRL.SS125_SS522_.jpg']",,,,e50930b5-64cc-58bc-b02a-49abfd7518f5,109.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'End Tables']",Home & Kitchen,15.0,15.0,22.5,,2024-02-02 18:54:31,"Pak Home Set Of 2 High Gloss Brown Marble Look End Tables Round Wood Sofa Side Coffee Tables For Small Spaces, Nightstand Bedside Table For Bedroom, Living Room, Office",Pak Home,Brown Marble High Gloss / Gold Legs,Wood,Tripod,"{'Brand': 'PAK HOME', 'Shape': 'Round', 'Room Type': 'Kitchen, Bathroom, Bedroom, Living Room, Home Office', 'Included Components': 'Assembly Guide', 'Color': 'Brown Marble High Gloss / Gold Legs', 'Finish Type': 'Gloss', 'Furniture Finish': 'Pine', 'Model Name': 'HGGREYSILVER', 'Model Number': 'HGGREYSETOF2', 'Target Gender': 'Unisex', 'Customer Reviews': '4.2  4.2 out of 5 stars        756 ratings    4.2 out of 5 stars', 'Best Sellers Rank': '#196,714 in Home & Kitchen (See Top 100 in Home & Kitchen)  #935 in End Tables', 'Special Feature': 'Portable, Lightweight, Easy Assembly', 'Base Type': 'Leg', 'Indoor/Outdoor Usage': 'Outdoor, Indoor', 'Assembly Required': 'Yes', 'Assembly Instructions': 'Require Assembly', 'Recommended Uses For Product': 'Coffee', 'Product Dimensions': '15""D x 15""W x 22.5""H', 'Item Width': '15 inches', 'Item Diameter': '15 Inches', 'Tabletop Thickness': '1 Inches', 'Size': '15D x 15W x 22.5H in', 'Item Weight': '13 Pounds', 'Maximum Weight Recommendation': '125 Pounds', 'Number of Items': '2', 'Frame Material': 'Wood', 'Top Material Type': 'Wood', 'Style': 'Modern', 'Table design': 'End Table', 'Pattern': 'Marble', 'Leg Style': 'Tripod', 'Occasion': ""Thank you & Appreciation, New Home, Congratulations, Wedding & Engagement, Women's Day""}",Tables
B0BNL8CC5X,https://www.amazon.com/dp/B0BNL8CC5X,kukli kitchen Spring Door Mat 30 X 17 Inch - Spring Floral Welcome Doormat Indoor Outdoor Entrance Patio Floor Mat Non Slip Durable Spring Decor Rubber Mats,https://m.media-amazon.com/images/I/61rRHgR+aEL._SS522_.jpg,"['https://m.media-amazon.com/images/I/61rRHgR+aEL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51vYOyKMGlL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/5192cyn0ixL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51H4G-1UFfL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51uEpPBMnWL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61azNujoWxL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51f+LbqK0mL.SS125_SS522_.jpg']",kukli kitchen,DOORMAT,USA,0a865e05-096f-5418-b62c-d4ae53ce051f,19.99,"['Patio, Lawn & Garden', 'Outdoor Décor', 'Doormats']","Patio, Lawn & Garden",,,,2022-12-09,2024-02-02 18:54:32,Kukli Kitchen Spring Door Mat 30 X 17 Inch - Spring Floral Welcome Doormat Indoor Outdoor Entrance Patio Floor Mat Non Slip Durable Spring Decor Rubber Mats,Kukli Kitchen,Color-33,Rubber,Classic,"{'Brand': 'kukli kitchen', 'Size': '17""x30""', 'Material': 'Rubber', 'Weave Type': 'Knitted', 'Pile Height': 'Low Pile', 'Back Material Type': 'Rubber', 'Color': 'Color-33', 'Indoor/Outdoor Usage': 'Outdoor, Indoor', 'Theme': 'Floral', 'Is Stain Resistant': 'Yes', 'Product Care Instructions': 'Machine Wash', 'Pattern': 'Floral', 'Shape': 'Rectangular', 'Special Feature': 'Absorbent, Fade Resistant, Stain Resistant, Non Slip, Washable', 'Room Type': 'Kitchen, Bathroom, Bedroom, Hallway, Dining Room', 'Product Dimensions': '47""L x 17""W', 'Rug Form Type': 'Doormat', 'Style': 'Classic', 'Occasion': 'Housewarming, Spring', 'Min. Required Door Width': '30 Inches', 'Number of Pieces': '1', 'Item Thickness': '0.3 Inches', 'Cartoon Character': 'spring,flower', 'Warranty Type': 'Limited', 'Is Electric': 'No', 'Item Weight': '1.58 pounds', 'Manufacturer': 'kukli kitchen', 'ASIN': 'B0BNL8CC5X', 'Country of Origin': 'USA', 'Item model number': 'DOORMAT', 'Customer Reviews': '4.1  4.1 out of 5 stars        12 ratings    4.1 out of 5 stars', 'Best Sellers Rank': '#73,845 in Patio, Lawn & Garden (See Top 100 in Patio, Lawn & Garden)  #825 in Outdoor Doormats', 'Date First Available': 'December 9, 2022'}",Floor & Mat
B0CF8HTCS4,https://www.amazon.com/dp/B0CF8HTCS4,"Dewhut Oversized Pumpkin Couch Accent Chair, Modern Comfy Velvet Upholstered Barrel Chairs, Luxury Single Sofa Armchair for Living Room, Waiting Room, Office and Vanity, (Navy)",https://m.media-amazon.com/images/I/519KoH2aW4L._SS522_.jpg,"['https://m.media-amazon.com/images/I/519KoH2aW4L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/418FYdmXxOL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/519nYc4X7lL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51I8KMTNsSL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51qwhSNJXrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51kRZ1Tw9JL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/A1fGBstn7-L.SS125_SS522_.jpg']",Dewhut,DF391NY,,9c64a049-da82-5db2-b8dd-1683211750a6,219.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Chairs']",Home & Kitchen,27.17,28.15,31.41,2023-08-10,2024-02-02 18:54:32,"Dewhut Oversized Pumpkin Couch Accent Chair, Modern Comfy Velvet Upholstered Barrel Chairs, Luxury Single Sofa Armchair For Living Room, Waiting Room, Office And Vanity, (Navy)",Dewhut,Navy,Sponge,Modern,"{'Brand': 'Dewhut', 'Color': 'Navy', 'Product Dimensions': '27.17""D x 28.15""W x 31.41""H', 'Back Style': 'Cushion Back', 'Special Feature': 'Arm Rest, Ergonomic, Cushion Availability', 'Product Care Instructions': 'Fabric cleaner wipe clean', 'Unit Count': '1.0 Count', 'Recommended Uses For Product': 'Office, Reading', 'Maximum Weight Recommendation': '300 Pounds', 'Style': 'Modern', 'Pattern': 'Solid', 'Finish Type': 'Brushed', 'Room Type': 'Office, Waiting room, Living Room, Bedroom, Study Room', 'Shape': 'Round', 'Surface Recommendation': 'Hard Floor', 'Form Factor': 'Upholstered', 'Seat Depth': '20.47 inches', 'Fill Material': 'Sponge', 'Item Weight': '26.4 pounds', 'Manufacturer': 'Dewhut', 'ASIN': 'B0CF8HTCS4', 'Item model number': 'DF391NY', 'Customer Reviews': '4.7  4.7 out of 5 stars        8 ratings    4.7 out of 5 stars', 'Best Sellers Rank': '#179,675 in Home & Kitchen (See Top 100 in Home & Kitchen)  #316 in Living Room Chairs', 'Date First Available': 'August 10, 2023'}",Seating
