asin,url,title,primary_image,images,manufacturer,item_model_number,country_of_origin,uniq_id,price_clean,categories_clean,primary_category,depth_in,width_in,height_in,date_first_available_clean,scraped_at_clean,title_clean,brand_clean,color_clean,material_clean,style_clean,specifications_dict,product_type
B07GBVFZ1Y,https://www.amazon.com/dp/B07GBVFZ1Y,"Wildkin Kids Canvas Sling Bookshelf with Storage for Boys and Girls, Wooden Design Features Four Shelves and Two Drawers, Helps Keep Bedrooms, Playrooms, and Classrooms Organized (Natural with Blue)",https://m.media-amazon.com/images/I/51-GsdoM+IS._SS522_.jpg,"['https://m.media-amazon.com/images/I/51-GsdoM+IS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31A+MlJNPPS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51NN55v6ffS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41fFYNH5xvS._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41NI9bTlL1S._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Ils5HEk7L.SS40_SS522_.jpg']",Wildkin Toys,,,4fdbca90-1957-5f1f-a306-4fb1e2ece45f,,"['Home & Kitchen', 'Furniture', ""Kids' Furniture"", 'Bookcases, Cabinets & Shelves']",Home & Kitchen,12.0,24.4,27.5,,2024-02-02 18:53:35,"Wildkin Kids Canvas Sling Bookshelf With Storage For Boys And Girls, Wooden Design Features Four Shelves And Two Drawers, Helps Keep Bedrooms, Playrooms, And Classrooms Organized (Natural With Blue)",Wildkin,,"Engineered Wood, Polyester",Natural With Blue Canvas,"{'Mounting Type': 'Floor Mount', 'Room Type': 'Classroom', 'Shelf Type': 'Metal', 'Number of Shelves': '4', 'Special Feature': 'Durable, Drawer', 'Recommended Uses For Product': 'Bedroom, Library, Playroom', 'Material': 'Engineered Wood, Polyester', 'Product Care Instructions': 'Wipe with Dry Cloth', 'Furniture Finish': 'Melamine', 'Product Dimensions': '12""D x 24.4""W x 27.5""H', 'Unit Count': '1.0 Count', 'Assembly Required': 'Yes', 'Customer Reviews': '4.5  4.5 out of 5 stars        306 ratings    4.5 out of 5 stars', 'Best Sellers Rank': ""#1,207,192 in Home & Kitchen (See Top 100 in Home & Kitchen)  #536 in Kids' Bookcases, Cabinets & Shelves"", 'Age Range (Description)': 'Kid', 'Brand': 'Wildkin', 'Number of Items': '1', 'Manufacturer': 'Wildkin Toys', 'Included Components': 'Bookshelf', 'Model Name': 'Sling Bookshelf w/ Storage - Natural with Blue', 'Target Gender': 'Unisex', 'Model Number': 'B07GBVFZ1Y', 'Shape': 'Rectangular', 'Style': 'Natural with Blue Canvas'}",Storage
B09QZ3LYWB,https://www.amazon.com/dp/B09QZ3LYWB,Gbuzozie 38L Round Laundry Hamper Cute Mermaid Girl Storage Basket Waterproof Coating Organizer Bin For Nursery Clothes Toys,https://m.media-amazon.com/images/I/41hYmELREGL._SS522_.jpg,"['https://m.media-amazon.com/images/I/41hYmELREGL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41VFJB73P8L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31EVYkDak+L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41kqUqbzHdL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41sQFOkD1ZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41LX+GGgsuL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51+mlUokV-L._SS522_.jpg']",Gbuzozie,,,81c0bc61-6ec2-5484-8388-2c404f3dd8f7,18.99,"['Baby Products', 'Nursery', 'Furniture', 'Storage & Organization', 'Hampers']",Baby Products,13.8,13.8,16.5,2022-01-22,2024-02-02 18:53:35,Gbuzozie 38L Round Laundry Hamper Cute Mermaid Girl Storage Basket Waterproof Coating Organizer Bin For Nursery Clothes Toys,Gbuzozie,Mermaid Girl,Fabric,Fashion,"{'Product Dimensions': '13.8""L x 13.8""W x 16.5""H', 'Brand': 'Gbuzozie', 'Color': 'Mermaid Girl', 'Material': 'fabric', 'Style': 'Fashion', 'Special Feature': 'Durable,Large Capacity,Lightweight,Waterproof', 'Shape': 'Round', 'Package Information': 'Basket', 'Included Components': 'Handle', 'Age Range (Description)': 'Adults', 'Size': '38L', 'Number of Pieces': '1', 'Number of Compartments': '1', 'Mounting Type': 'Floor Mount', 'Capacity': '38 Liters', 'Room Type': 'Bathrooms,Laundry,Living Rooms,Nursery,Utility', 'Manufacturer': 'Gbuzozie', 'Item Weight': '9.9 ounces', 'Item Package Quantity': '1', 'Cutting Diameter': '13.8 Inches', 'Special Features': 'Durable,Large Capacity,Lightweight,Waterproof', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'Assembled Diameter': '13.8 Inches', 'ASIN': 'B09QZ3LYWB', 'Customer Reviews': '3.9  3.9 out of 5 stars        20 ratings    3.9 out of 5 stars', 'Best Sellers Rank': '#35,758 in Baby (See Top 100 in Baby)  #121 in Nursery Hampers', 'Date First Available': 'January 22, 2022'}",Storage
B09T5T67VC,https://www.amazon.com/dp/B09T5T67VC,"Tiita Comfy Saucer Chair, Soft Faux Fur Oversized Folding Accent Chair, Lounge Lazy Chair for Kids Teens Adults, Metal Frame Moon Chair for Bedroom, Living Room, Dorm Rooms",https://m.media-amazon.com/images/I/41O7mY3lUvL._SS522_.jpg,"['https://m.media-amazon.com/images/I/41O7mY3lUvL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41SeqOInsyL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51s2LL0DTML._SS522_.jpg ', ' https://m.media-amazon.com/images/I/414XCaSNIDL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41+0p+K3rQL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51Z9c-u5SjL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51ENPkz2zPL.SS125_SS522_.jpg']",Tiita,1,China,d5a75f7b-b874-5757-9778-790a1f33be14,79.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Chairs']",Home & Kitchen,21.6,23.6,31.5,2022-02-23,2024-02-02 18:53:36,"Tiita Comfy Saucer Chair, Soft Faux Fur Oversized Folding Accent Chair, Lounge Lazy Chair For Kids Teens Adults, Metal Frame Moon Chair For Bedroom, Living Room, Dorm Rooms",Tiita,Grey,Pp Cotton,Modern,"{'Brand': 'Tiita', 'Color': 'Grey', 'Product Dimensions': '21.6""D x 23.6""W x 31.5""H', 'Size': 'square chair', 'Back Style': 'Solid Back', 'Special Feature': 'Foldable,Lightweight,Portable,Sturdy', 'Product Care Instructions': 'Wipe Clean', 'Unit Count': '1.0 Count', 'Recommended Uses For Product': 'Reading, Relaxing, Living Room,Lounge', 'Maximum Weight Recommendation': '330 Pounds', 'Style': 'Modern', 'Pattern': 'Geometric', 'Room Type': 'Game Recreation Room, Bedroom, Living Room, dorm, Study Room', 'Age Range (Description)': 'Adult', 'Theme': ""living room chair valentine's day gifts"", 'Shape': 'Square', 'Surface Recommendation': 'Hard Floor', 'Seat Back Interior Height': '31.5 Inches', 'Indoor/Outdoor Usage': 'Indoor', 'Form Factor': 'square', 'Fill Material': 'pp cotton', 'Is Customizable': 'No', 'Is Foldable': 'Yes', 'Item Weight': '13 pounds', 'Manufacturer': 'Tiita', 'ASIN': 'B09T5T67VC', 'Country of Origin': 'China', 'Item model number': '1', 'Customer Reviews': '4.2  4.2 out of 5 stars        310 ratings    4.2 out of 5 stars', 'Best Sellers Rank': '#64,118 in Home & Kitchen (See Top 100 in Home & Kitchen)  #57 in Living Room Chairs', 'Date First Available': 'February 23, 2022'}",Seating
B0C99NS6CZ,https://www.amazon.com/dp/B0C99NS6CZ,"Summer Desk Decor,Welcome Summer Wood Block Sign Desk Decor,Rustic Summer Fruits and Popsicles Wooden Box Plaque Sign Desk Decor for Home Office Shelf Table Decorations",https://m.media-amazon.com/images/I/51sai4l5ttL._SS522_.jpg,"['https://m.media-amazon.com/images/I/51sai4l5ttL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/516siFpFIhL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/4168X67EeuL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41caGwmuxBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41rqdWN4zSL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41lUUB+cLJL._SS522_.jpg']",z-crange,1,China,02f8cd17-8c4f-5c32-acc0-4af9115c6c20,13.99,"['Home & Kitchen', 'Furniture', 'Home Office Furniture', 'Home Office Desks']",Home & Kitchen,1.2,5.0,5.0,,2024-02-02 18:53:37,"Summer Desk Decor,Welcome Summer Wood Block Sign Desk Decor,Rustic Summer Fruits And Popsicles Wooden Box Plaque Sign Desk Decor For Home Office Shelf Table Decorations",Z-Crange,,,,"{'Product Dimensions': '1.2 x 5 x 5 inches', 'Item Weight': '2.64 ounces', 'Manufacturer': 'z-crange', 'ASIN': 'B0C99NS6CZ', 'Country of Origin': 'China', 'Item model number': '1', 'Best Sellers Rank': '#5,189,861 in Home & Kitchen (See Top 100 in Home & Kitchen)  #14,220 in Home Office Desks'}",Tables
B0BWQ8M4Q3,https://www.amazon.com/dp/B0BWQ8M4Q3,"Homebeez 39.1"" Length Bedroom Storage Bench, End Bed Ottoman Bench with Golden Metal Legs, Dressing Chair for Entryway Living Room,Green",https://m.media-amazon.com/images/I/31eBuhJ0NDL._SS522_.jpg,"['https://m.media-amazon.com/images/I/31eBuhJ0NDL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/517bw6-aFZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31bj4zvq41L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Lt1Sj4TUL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Jkd34EkTL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/410gbnQqbrL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/A12mjWadixL.SS125_SS522_.jpg']",HOMEBEEZ,KX0226-1,China,04bc713c-9fe6-5c25-8ea3-4ddb44b06806,,"['Home & Kitchen', 'Furniture', 'Entryway Furniture', 'Storage Benches']",Home & Kitchen,39.1,17.7,19.4,2023-02-24,2024-02-02 18:53:37,"Homebeez 39.1"" Length Bedroom Storage Bench, End Bed Ottoman Bench With Golden Metal Legs, Dressing Chair For Entryway Living Room,Green",Homebeez,Green,,Trumpet Leg,"{'Product Dimensions': '39.1""D x 17.7""W x 19.4""H', 'Color': 'Green', 'Size': '1', 'Furniture Finish': 'wood', 'Seat Height': '19.4 Inches', 'Brand': 'Homebeez', 'Leg Style': 'Trumpet Leg', 'Product Care Instructions': 'Wipe with Dry Cloth', 'Maximum Weight Recommendation': '300 Pounds', 'Seating Capacity': '2', 'Item Weight': '21 pounds', 'Manufacturer': 'HOMEBEEZ', 'ASIN': 'B0BWQ8M4Q3', 'Country of Origin': 'China', 'Item model number': 'KX0226-1', 'Best Sellers Rank': '#4,319,942 in Home & Kitchen (See Top 100 in Home & Kitchen)  #3,629 in Storage Benches', 'Date First Available': 'February 24, 2023'}",Seating
B01M3VT58B,https://www.amazon.com/dp/B01M3VT58B,"Flash Furniture Webb Commercial Grade 24"" Round Blue Metal Indoor-Outdoor Table",https://m.media-amazon.com/images/I/41IWb+KWq7L._SS522_.jpg,"['https://m.media-amazon.com/images/I/41IWb+KWq7L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41U+USKYYFL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31Jt9X3ZImL.SS125_SS522_.jpg ', ' https://m.media-amazon.com/images/G/01/HIT/ImageBlockDimension/dimensions_SS522_.png']",,,,fb5af385-aee6-568c-a22f-e6b90ef92dac,140.0,"['Home & Kitchen', 'Furniture', 'Dining Room Furniture', 'Tables']",Home & Kitchen,24.0,24.0,29.0,,2024-02-02 18:53:38,"Flash Furniture Webb Commercial Grade 24"" Round Blue Metal Indoor-Outdoor Table",Flash Furniture,Blue,Metal,Contemporary,"{'Brand': 'Flash Furniture', 'Shape': 'Round', 'Room Type': 'Breakroom/Cafeteria;Dining Room;Fellowship Hall;Kitchen;Patio', 'Included Components': 'Metal Colorful Restaurant Tables', 'Color': 'Blue', 'Finish Type': 'blue', 'Furniture Finish': 'Plastic', 'Model Name': 'Flash Furniture', 'Model Number': 'CH-51080-29-BL-GG', 'Age Range (Description)': 'Adult', 'Customer Reviews': '4.4  4.4 out of 5 stars        10 ratings    4.4 out of 5 stars', 'Best Sellers Rank': '#784,624 in Home & Kitchen (See Top 100 in Home & Kitchen)  #580 in Kitchen & Dining Room Tables', 'Special Feature': 'Weather Resistant', 'Base Type': 'Leg', 'Assembly Required': 'Yes', 'Assembly Instructions': 'Require Assembly', 'Warranty Description': '5 years limited.', 'Product Dimensions': '24""D x 24""W x 29""H', 'Item Width': '24 inches', 'Tabletop Thickness': '1.25 Inches', 'Size': '24"" Round', 'Item Weight': '27 Pounds', 'Maximum Weight Recommendation': '300 Pounds', 'Number of Items': '1', 'Unit Count': '1.0 Count', 'Frame Material': 'Metal', 'Top Material Type': 'Metal', 'Product Care Instructions': 'WN-Water and neutral detergent', 'Style': 'Contemporary', 'Table design': 'Coffee Table', 'Pattern': 'Solid'}",Tables
B077ZDFXYK,https://www.amazon.com/dp/B077ZDFXYK,"Mellow 2 Inch Ventilated Memory Foam Mattress Topper, Soothing Lavender Infusion, CertiPUR-US Certified, Queen",https://m.media-amazon.com/images/I/418jBmKzSxL._SS522_.jpg,"['https://m.media-amazon.com/images/I/418jBmKzSxL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41FqjIOqLnL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41f7swzU+aL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51YQfINLcPL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41WYYDLP0ZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Xs4jy3KDL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41VwAXHvgLL._SS522_.jpg']",No,BPP-MFT-2Q-L,China,18789491-161e-51d1-86d9-3f0c04ee7237,69.99,"['Home & Kitchen', 'Bedding', 'Mattress Pads & Toppers', 'Mattress Toppers']",Home & Kitchen,79.0,59.0,2.0,,2024-02-02 18:53:38,"Mellow 2 Inch Ventilated Memory Foam Mattress Topper, Soothing Lavender Infusion, Certipur-Us Certified, Queen",Mellow,,,,"{'Product Dimensions': '79 x 59 x 2 inches', 'Item Weight': '9.9 pounds', 'Manufacturer': 'Best Price Mattress', 'ASIN': 'B077ZDFXYK', 'Country of Origin': 'China', 'Item model number': 'BPP-MFT-2Q-L', 'Customer Reviews': '4.5  4.5 out of 5 stars        6,097 ratings    4.5 out of 5 stars', 'Best Sellers Rank': '#44,949 in Home & Kitchen (See Top 100 in Home & Kitchen)  #127 in Mattresses Toppers', 'Is Discontinued By Manufacturer': 'No', 'Fabric Type': 'Memory Foam', 'Refill': 'Memory Foam', 'Care instructions': 'Hand Wash Only', 'Number of pieces': '1', 'Warranty Description': '3 year manufacturer.', 'Batteries required': 'No', 'Included Components': 'Topper'}",Floor & Mat
B08RTLBD1T,https://www.amazon.com/dp/B08RTLBD1T,"CangLong Mid Century Modern Side Chair with Wood Legs for Kitchen, Living Dining Room, Set of 1, Black",https://m.media-amazon.com/images/I/31wnzq-TwKL._SS522_.jpg,"['https://m.media-amazon.com/images/I/31wnzq-TwKL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41Q2MMzsqzL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31Kd7NSurNL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31yLSC0wZ+L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41yeRiZshJL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41+DlPVqAzL._SS522_.jpg']",Kurado Home Limited,KU-191364,China,bef8d8d3-ca7a-5d47-8f1b-e7afe28a2f3b,,"['Home & Kitchen', 'Furniture', 'Dining Room Furniture', 'Chairs']",Home & Kitchen,22.1,19.0,32.65,,2024-02-02 18:53:40,"Canglong Mid Century Modern Side Chair With Wood Legs For Kitchen, Living Dining Room, Set Of 1, Black",Canglong,Black,,Modern,"{'Brand': 'CangLong', 'Color': 'Black', 'Product Dimensions': '22.1""D x 19""W x 32.65""H', 'Size': 'Pack of 1', 'Back Style': 'Solid Back', 'Special Feature': 'PP cushion, Dining chair, set of 1, Wood legs, CangLong', 'Product Care Instructions': 'Wipe Clean', 'Unit Count': '1.0 Count', 'Recommended Uses For Product': 'Dining', 'Maximum Weight Recommendation': '240 Pounds', 'Style': 'Modern', 'Pattern': 'Solid', 'Room Type': 'Kitchen, Dining Room', 'Age Range (Description)': 'Adult', 'Included Components': '1 x Dining Chair', 'Shape': 'L-Shaped', 'Model Name': 'CangLong Mid Century Modern DSW Side Chair with Wood Legs', 'Surface Recommendation': 'Hard Floor', 'Seat Back Interior Height': '31.9 Inches', 'Furniture base movement': 'Glide', 'Indoor/Outdoor Usage': 'Indoor', 'Form Factor': 'Upholstered', 'Furniture Finish': 'Plastic', 'Seat Height': '18.11 Inches', 'Seat Depth': '16.34 inches', 'Item Weight': '9.61 pounds', 'Manufacturer': 'Kurado Home Limited', 'ASIN': 'B08RTLBD1T', 'Country of Origin': 'China', 'Item model number': 'KU-191364', 'Customer Reviews': '4.4  4.4 out of 5 stars        3,052 ratings    4.4 out of 5 stars', 'Best Sellers Rank': '#67,445 in Home & Kitchen (See Top 100 in Home & Kitchen)  #27 in Kitchen & Dining Room Chairs', 'Assembly required': 'Yes', 'Number of pieces': '1', 'Batteries required': 'No'}",Seating
B08N5H868H,https://www.amazon.com/dp/B08N5H868H,"HomePop Metal Accent Table Triangle Base Round Mirror Top, Black, 18.24D x 24W x 18H in",https://m.media-amazon.com/images/I/41cG70UIWTL._SS522_.jpg,"['https://m.media-amazon.com/images/I/41cG70UIWTL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41cEP-yWFjL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41uTtApCtZL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/21uU9kgWYML._SS522_.jpg']",,,,ed0012a9-6a2a-58be-9047-b29c5d8a4c76,,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'End Tables']",Home & Kitchen,18.24,24.0,18.0,,2024-02-02 18:53:41,"Homepop Metal Accent Table Triangle Base Round Mirror Top, Black, 18.24D X 24W X 18H In",Homepop,Black,Glass,Modern,"{'Brand': 'HomePop', 'Shape': 'Round', 'Room Type': 'Living Room', 'Included Components': 'Metal Accent Table Triangle Base Round Mirror Top', 'Color': 'Black', 'Finish Type': 'Metal', 'Furniture Finish': 'Black', 'Model Name': 'Metal Accent Table', 'Model Number': 'K7243-J001', 'Customer Reviews': '4.2  4.2 out of 5 stars        565 ratings    4.2 out of 5 stars', 'Best Sellers Rank': '#181,172 in Home & Kitchen (See Top 100 in Home & Kitchen)  #749 in End Tables', 'Special Feature': '24 Inch Table Height, Triangular Black Metal Base, Round Glass Top', 'Mounting Type': 'Table Top', 'Base Type': 'Pedestal', 'Product Dimensions': '18.24""D x 24""W x 18""H', 'Item Width': '24 inches', 'Size': '18.24D x 24W x 18H in', 'Item Weight': '10.1 Pounds', 'Maximum recommended load': '40 Pounds', 'Number of Items': '1', 'Unit Count': '1.0 Count', 'Frame Material': 'metal, glass', 'Top Material Type': 'Glass', 'Style': 'Modern', 'Table design': 'End Table', 'Theme': 'geometric', 'Assembly required': 'No'}",Tables
B0C4PL1R3F,https://www.amazon.com/dp/B0C4PL1R3F,MAEPA RV Shoe Storage for Bedside - 8 Extra Large Pockets - Dark Grey Rv Shoe Organizer with RV Shoe Pockets - Hanging Bedside Storage for RV Camper Bed Length35.4inches/2.95ft(Dark Grey),https://m.media-amazon.com/images/I/31bcwiowcBL._SS522_.jpg,"['https://m.media-amazon.com/images/I/31bcwiowcBL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41mPnEJxiOL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51gwtmMBZML._SS522_.jpg ', ' https://m.media-amazon.com/images/I/61A+3oaSIcL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51dAd28F6TL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51QgiX20CfL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51yyaiXCs4L._SS522_.jpg']",MAEPA,SND—1,China,88c36902-83c8-59f3-98ed-c298c37ff69b,16.59,"['Home & Kitchen', 'Storage & Organization', 'Clothing & Closet Storage', 'Shoe Organizers', 'Over the Door Shoe Organizers']",Home & Kitchen,0.2,35.4,11.5,2023-05-01,2024-02-02 18:53:41,Maepa Rv Shoe Storage For Bedside - 8 Extra Large Pockets - Dark Grey Rv Shoe Organizer With Rv Shoe Pockets - Hanging Bedside Storage For Rv Camper Bed Length35.4Inches/2.95Ft(Dark Grey),Maepa,Dark Gray,Oxford,,"{'Specific Uses For Product': 'Shoes', 'Material': 'Oxford', 'Special Feature': 'Waterproof', 'Color': 'Dark Gray', 'Brand': 'MAEPA', 'Product Dimensions': '0.2""D x 35.4""W x 11.5""H', 'Capacity': '80 Cubic Inches', 'Package Type': 'Fold', 'Maximum Weight Recommendation': '2.2 Pounds', 'Manufacturer': 'MAEPA', 'Part Number': 'TK001', 'Item Weight': '1.1 pounds', 'Country of Origin': 'China', 'Item model number': 'SND—1', 'Item Package Quantity': '1', 'Special Features': 'Waterproof', 'Included Components': 'One storage bag, 4 hooks', 'Batteries Included?': 'No', 'Batteries Required?': 'No', 'ASIN': 'B0C4PL1R3F', 'Customer Reviews': '4.3  4.3 out of 5 stars        12 ratings    4.3 out of 5 stars', 'Best Sellers Rank': '#385,174 in Home & Kitchen (See Top 100 in Home & Kitchen)  #122 in Over the Door Shoe Organizers', 'Date First Available': 'May 1, 2023'}",Storage
B09PND1VQ5,https://www.amazon.com/dp/B09PND1VQ5,"NearMoon Hand Towel Holder/Towel Ring - Bathroom Towel Bar, Premium Thicken Space Aluminum Towel Rack Wall Towel Hanger, Contemporary Style Bath Hardware Accessories Wall Mounted (Gold)",https://m.media-amazon.com/images/I/51eswTC1ufL._SS522_.jpg,"['https://m.media-amazon.com/images/I/51eswTC1ufL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41EpQKj4qmL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41T3C5Rl7eL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41lvGR0XMAL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/31h5q5fMQ4L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41StKdPp90L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/417zJrpx+2L.SS125_SS522_.jpg']",NearMoon,,,2242a6b3-451f-51e4-8864-51f639adb13d,8.99,"['Tools & Home Improvement', 'Hardware', 'Bathroom Hardware', 'Towel Rings']",Tools & Home Improvement,11.0,1.4,2.7,2022-01-04,2024-02-02 18:53:42,"Nearmoon Hand Towel Holder/Towel Ring - Bathroom Towel Bar, Premium Thicken Space Aluminum Towel Rack Wall Towel Hanger, Contemporary Style Bath Hardware Accessories Wall Mounted (Gold)",Nearmoon,,,,"{'Product Dimensions': '11 x 1.4 x 2.7 inches', 'Item Weight': '8.8 ounces', 'Manufacturer': 'NearMoon', 'ASIN': 'B09PND1VQ5', 'Customer Reviews': '4.1  4.1 out of 5 stars        103 ratings    4.1 out of 5 stars', 'Best Sellers Rank': '#391,353 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #512 in Bath Towel Rings', 'Date First Available': 'January 4, 2022'}",Storage
B0CHYDTQKN,https://www.amazon.com/dp/B0CHYDTQKN,"FLYJOE Narrow Side Table with PU Leather Magazine Holder Rustic Slim Little Thin Table for Living Room, Bedroom, Sofa, Set of 2, Black",https://m.media-amazon.com/images/I/41Hsse9SYsL._SS522_.jpg,"['https://m.media-amazon.com/images/I/41Hsse9SYsL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41wWdlTFntL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41viRF6qjdL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41JyPPA8InL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/41AEHqjD95L._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51aUlgpdbGL._SS522_.jpg ', ' https://m.media-amazon.com/images/I/51+IuScDUbL._SS522_.jpg']",,,,7df6de67-891e-567d-b8a5-3d184440a707,49.99,"['Home & Kitchen', 'Furniture', 'Living Room Furniture', 'Tables', 'End Tables']",Home & Kitchen,7.0,16.25,22.25,,2024-02-02 18:53:43,"Flyjoe Narrow Side Table With Pu Leather Magazine Holder Rustic Slim Little Thin Table For Living Room, Bedroom, Sofa, Set Of 2, Black",Flyjoe,Black-Set Of 2,Engineered Wood,Country Rustic,"{'Brand': 'FLYJOE', 'Shape': 'Rectangular', 'Room Type': 'Garage, Living Room, Bedroom, Home Office, Hallway', 'Included Components': 'Assembly Guide', 'Color': 'Black-set of 2', 'Model Name': 'Particleboard', 'Customer Reviews': '4.5  4.5 out of 5 stars        59 ratings    4.5 out of 5 stars', 'Best Sellers Rank': '#97,048 in Home & Kitchen (See Top 100 in Home & Kitchen)  #371 in End Tables', 'Special Feature': 'Magazine Holder', 'Base Type': 'Legs', 'Product Dimensions': '7""D x 16.25""W x 22.25""H', 'Item Width': '16.25 inches', 'Maximum Weight Recommendation': '60 Pounds', 'Number of Shelves': '1', 'Frame Material': 'Metal', 'Top Material Type': 'Engineered Wood', 'Style': 'Country Rustic', 'Pattern': 'Solid', 'Assembly Required': 'Yes', 'Assembly Instructions': 'Require Assembly'}",Tables
